Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
18	12	2020	11.0	19.0	0.0	2.13
19	12	2020	11.0	17.0	0.0	1.77
20	12	2020	13.0	18.0	0.0	1.68
21	12	2020	14.0	19.0	0.0	1.74
22	12	2020	17.0	19.1	0.0	1.18
23	12	2020	19.0	20.5	0.0	1.04
24	12	2020	18.8	22.1	0.0	1.57
25	12	2020	17.7	21.0	0.0	1.52
26	12	2020	18.0	23.0	0.0	1.96
27	12	2020	18.0	25.0	0.0	2.36
28	12	2020	19.0	26.0	0.0	2.39
29	12	2020	14.0	25.0	0.0	2.95
30	12	2020	8.0	16.0	0.0	1.97
31	12	2020	8.3	13.8	0.0	1.57
1	1	2021	9.0	14.0	0.0	1.51
2	1	2021	13.0	17.0	0.0	1.49
3	1	2021	17.0	20.0	0.0	1.43
4	1	2021	18.0	20.0	0.0	1.2
5	1	2021	16.0	21.0	0.0	1.89
6	1	2021	15.0	19.0	0.0	1.6
7	1	2021	7.0	17.0	0.0	2.23
8	1	2021	8.0	10.0	0.0	0.88
9	1	2021	9.0	12.6	0.0	1.3
10	1	2021	11.0	14.3	0.0	1.29
11	1	2021	7.9	10.0	0.0	0.92
12	1	2021	8.0	15.0	0.0	1.82
13	1	2021	10.5	17.0	0.0	1.89
14	1	2021	15.0	19.0	0.0	1.63
15	1	2021	15.0	21.0	0.0	2.06
16	1	2021	15.0	23.0	0.0	2.45
17	1	2021	11.9	19.0	0.0	2.15
18	1	2021	12.0	17.0	0.0	1.73
19	1	2021	16.7	19.0	0.0	1.28
20	1	2021	18.0	22.3	0.0	1.88
21	1	2021	19.0	24.8	0.0	2.28
22	1	2021	17.0	25.0	0.0	2.65
23	1	2021	17.7	23.0	0.0	2.16
24	1	2021	18.0	22.0	0.0	1.83
25	1	2021	17.0	22.0	0.0	2.09
26	1	2021	18.0	23.4	0.0	2.22
27	1	2021	16.8	23.0	0.0	2.31
28	1	2021	13.0	22.0	0.0	2.72
29	1	2021	15.0	20.0	0.0	1.97
30	1	2021	16.9	20.0	0.0	1.62
31	1	2021	17.0	23.4	0.0	2.44
1	2	2021	18.0	24.0	0.0	2.44
2	2	2021	17.0	26.0	0.0	2.99
3	2	2021	18.0	24.0	0.0	2.4
4	2	2021	17.0	24.0	0.0	2.64
5	2	2021	17.0	23.0	0.0	2.43
6	2	2021	17.0	25.0	0.0	2.88
7	2	2021	19.0	27.0	0.0	3.01
8	2	2021	18.0	24.6	0.0	2.66
9	2	2021	16.0	20.0	0.0	1.95
10	2	2021	15.0	17.0	24.0	1.29
13	2	2021	16.0	21.0	0.0	2.2
14	2	2021	17.0	24.0	0.0	2.74
15	2	2021	18.0	26.0	0.0	3.09
16	2	2021	18.7	24.0	0.0	2.48
17	2	2021	17.0	24.0	0.0	2.79
18	2	2021	16.0	22.0	0.0	2.5
19	2	2021	19.0	22.0	0.0	1.86
20	2	2021	17.1	19.2	0.0	1.48
21	2	2021	18.0	24.2	0.0	2.68
22	2	2021	19.0	26.0	0.0	3.0
23	2	2021	19.0	27.0	0.0	3.29
24	2	2021	20.0	24.0	0.0	2.28
25	2	2021	19.0	24.0	1.0	2.59
26	2	2021	17.0	25.0	10.0	3.26
27	2	2021	16.9	20.0	0.0	1.85
28	2	2021	20.0	23.0	0.0	2.0
1	3	2021	18.0	24.5	0.0	3.02
2	3	2021	18.0	22.0	0.0	2.27
3	3	2021	19.0	20.0	0.0	1.12
4	3	2021	19.0	20.2	1.0	1.24
5	3	2021	20.3	23.0	0.0	1.96
6	3	2021	20.7	25.0	0.0	2.54
7	3	2021	19.0	21.0	0.0	1.64
8	3	2021	18.9	23.0	0.0	2.38
9	3	2021	20.0	23.4	0.0	2.24
10	3	2021	19.0	23.6	0.0	2.57
11	3	2021	20.0	26.7	0.0	3.26
12	3	2021	21.0	27.0	0.0	3.21
13	3	2021	21.0	26.1	0.0	2.88
14	3	2021	20.8	25.0	0.0	2.61
15	3	2021	21.8	26.0	0.0	2.68
16	3	2021	21.7	28.0	0.0	3.37
17	3	2021	23.6	28.0	0.0	2.9
18	3	2021	23.0	28.0	0.0	3.05
19	3	2021	22.0	29.1	0.0	3.7
20	3	2021	23.7	29.0	0.0	3.26
21	3	2021	15.9	24.2	0.1	3.43
22	3	2021	16.0	20.0	0.0	2.36
23	3	2021	18.0	20.1	0.0	1.77
24	3	2021	20.0	23.0	0.0	2.27
25	3	2021	20.0	26.3	0.0	3.36
26	3	2021	22.0	26.0	0.0	2.72
27	3	2021	22.9	27.0	0.0	2.88
28	3	2021	23.0	29.0	0.0	3.58
29	3	2021	25.9	30.0	0.0	3.06
30	3	2021	25.9	29.7	0.0	2.96
31	3	2021	25.8	28.1	0.0	2.29
1	4	2021	25.0	30.0	0.0	3.41
2	4	2021	24.0	30.0	0.0	3.75
3	4	2021	25.7	30.7	0.0	3.47
4	4	2021	22.0	27.3	0.0	3.34
5	4	2021	22.6	25.0	0.0	2.19
6	4	2021	22.6	28.0	0.0	3.41
7	4	2021	22.0	27.0	0.0	3.22
8	4	2021	19.0	27.0	1.0	4.03
9	4	2021	19.0	22.0	0.0	2.35
10	4	2021	21.0	26.0	0.0	3.21
11	4	2021	22.8	28.0	0.0	3.39
12	4	2021	23.0	28.0	0.0	3.4
13	4	2021	23.8	30.0	0.0	3.9
14	4	2021	22.6	28.0	0.0	3.54
15	4	2021	22.0	24.0	0.2	2.05
16	4	2021	22.7	27.0	0.0	3.12
17	4	2021	22.0	24.0	0.0	2.06
18	4	2021	21.9	26.2	0.0	3.07
19	4	2021	22.0	26.0	0.0	2.93
20	4	2021	22.0	27.0	0.0	3.38
21	4	2021	22.9	28.0	0.0	3.46
22	4	2021	24.0	29.0	0.0	3.53
23	4	2021	26.0	31.7	0.0	3.94
24	4	2021	24.7	29.1	0.0	3.35
25	4	2021	22.6	29.0	0.0	3.96
26	4	2021	23.0	25.2	0.2	2.25
27	4	2021	23.0	25.0	7.0	2.14
28	4	2021	22.0	28.0	1.0	3.77
29	4	2021	21.8	27.0	0.1	3.5
30	4	2021	23.5	29.0	0.0	3.74
1	5	2021	25.0	30.0	0.0	3.66
2	5	2021	23.0	30.4	0.9	4.4
3	5	2021	25.0	27.0	0.7	2.25
4	5	2021	23.0	31.1	36.0	4.68
5	5	2021	24.0	30.0	0.0	4.04
6	5	2021	24.0	30.0	0.0	3.97
7	5	2021	25.0	30.4	0.0	3.87
8	5	2021	27.0	32.0	0.0	3.85
9	5	2021	26.7	32.4	0.0	4.11
10	5	2021	28.0	32.0	0.0	3.51
11	5	2021	29.0	33.0	0.0	3.54
12	5	2021	28.9	33.1	0.0	3.65
13	5	2021	28.7	32.7	5.0	3.54
14	5	2021	28.0	31.0	6.0	3.02
15	5	2021	29.0	33.0	0.0	3.57
16	5	2021	29.0	33.1	0.0	3.65
17	5	2021	29.6	34.0	0.0	3.82
18	5	2021	29.0	34.0	0.0	4.06
19	5	2021	29.5	33.0	0.0	3.4
20	5	2021	29.7	34.0	0.0	3.77
21	5	2021	29.0	34.1	0.0	4.13
22	5	2021	29.0	34.0	2.0	4.07
23	5	2021	29.0	34.0	0.0	4.08
24	5	2021	27.0	32.0	12.0	3.94
25	5	2021	27.0	31.3	6.0	3.65
26	5	2021	27.0	32.0	11.0	3.99
27	5	2021	29.0	34.0	0.0	4.06
28	5	2021	29.0	34.0	0.0	4.09
29	5	2021	29.0	33.0	0.0	3.63
30	5	2021	30.0	33.6	0.0	3.46
31	5	2021	26.0	34.0	0.8	5.03
1	6	2021	25.0	31.0	17.0	4.1
2	6	2021	28.8	32.0	0.0	3.18
3	6	2021	29.0	33.0	0.0	3.64
4	6	2021	25.9	30.1	7.0	3.44
5	6	2021	26.0	29.8	0.0	3.32
6	6	2021	27.0	32.0	0.0	3.93
7	6	2021	27.0	32.0	0.0	3.94
8	6	2021	28.0	32.5	0.0	3.78
9	6	2021	26.0	30.0	22.0	3.46
10	6	2021	27.8	33.0	0.0	4.08
11	6	2021	27.0	34.0	9.0	4.74
12	6	2021	26.6	31.0	15.0	3.64
13	6	2021	28.6	32.0	0.0	3.28
14	6	2021	28.9	32.0	0.4	3.15
15	6	2021	29.7	32.0	2.0	2.75
16	6	2021	29.7	33.0	0.0	3.32
17	6	2021	29.6	33.0	0.0	3.39
18	6	2021	29.0	33.5	0.0	3.9
19	6	2021	29.9	34.0	0.0	3.74
20	6	2021	30.0	34.6	0.0	3.98
21	6	2021	29.6	34.0	0.0	3.85
22	6	2021	24.1	29.3	26.0	3.81
23	6	2021	26.0	29.9	0.8	3.33
24	6	2021	25.7	27.3	26.0	2.11
25	6	2021	27.0	30.0	0.0	3.03
26	6	2021	27.0	31.0	1.0	3.56
27	6	2021	25.0	31.1	1.0	4.42
28	6	2021	25.0	31.0	71.0	4.32
29	6	2021	29.5	31.0	7.0	2.2
30	6	2021	29.2	32.5	2.0	3.3
1	7	2021	29.7	33.0	0.0	3.31
2	7	2021	29.8	33.0	0.0	3.26
3	7	2021	28.0	32.2	0.0	3.73
4	7	2021	28.9	33.0	0.0	3.67
5	7	2021	28.8	33.0	0.0	3.71
6	7	2021	27.0	33.5	1.0	4.58
7	7	2021	29.0	32.1	0.4	3.18
8	7	2021	28.0	33.0	0.0	4.02
9	7	2021	28.0	35.0	0.0	4.8
10	7	2021	29.0	33.4	0.0	3.81
11	7	2021	29.0	33.0	0.0	3.63
12	7	2021	29.0	34.0	0.0	4.07
13	7	2021	29.0	34.0	0.0	4.08
14	7	2021	29.0	34.4	0.0	4.24
15	7	2021	29.0	33.8	0.0	3.98
16	7	2021	28.0	32.1	0.8	3.59
17	7	2021	27.6	32.0	0.0	3.7
18	7	2021	25.0	31.0	43.0	4.16
19	7	2021	25.8	28.5	26.0	2.74
20	7	2021	25.0	27.1	77.0	2.38
21	7	2021	27.0	29.0	0.1	2.4
22	7	2021	28.0	32.0	0.0	3.53
23	7	2021	29.0	35.0	0.0	4.44
24	7	2021	24.8	35.0	92.0	5.7
25	7	2021	29.0	34.0	0.0	4.01
26	7	2021	30.0	34.0	0.0	3.64
27	7	2021	29.6	35.0	0.0	4.27
28	7	2021	29.0	34.0	0.0	4.0
29	7	2021	27.0	33.0	0.0	4.28
30	7	2021	28.0	31.0	1.4	3.01
31	7	2021	28.6	33.0	1.0	3.71
1	8	2021	28.6	33.0	0.0	3.66
2	8	2021	27.0	33.0	0.0	4.31
3	8	2021	27.2	31.7	8.0	3.61
4	8	2021	27.0	32.0	38.0	3.82
5	8	2021	27.0	29.0	6.5	2.38
6	8	2021	27.9	31.0	0.3	3.02
7	8	2021	28.0	32.0	0.0	3.46
8	8	2021	29.0	33.0	0.8	3.49
9	8	2021	27.0	32.0	0.0	3.83
10	8	2021	28.0	32.0	2.0	3.47
11	8	2021	27.0	33.0	2.0	4.2
12	8	2021	28.0	32.3	1.0	3.56
13	8	2021	27.0	31.0	1.0	3.41
14	8	2021	26.6	29.9	3.1	3.0
15	8	2021	26.4	30.0	0.0	3.14
16	8	2021	27.0	32.0	7.0	3.76
17	8	2021	28.0	33.0	0.0	3.85
18	8	2021	28.0	33.0	0.0	3.82
19	8	2021	27.0	31.0	0.9	3.34
20	8	2021	28.0	33.0	0.0	3.82
21	8	2021	29.0	33.0	0.0	3.42
22	8	2021	29.0	34.0	0.0	3.85
23	8	2021	29.0	33.0	0.0	3.43
24	8	2021	28.0	33.0	0.0	3.8
25	8	2021	28.0	33.0	0.0	3.77
26	8	2021	28.0	34.0	0.0	4.17
27	8	2021	24.0	29.1	7.0	3.42
28	8	2021	26.6	32.0	0.5	3.8
29	8	2021	27.0	30.1	1.0	2.85
30	8	2021	27.0	33.0	0.3	4.05
31	8	2021	27.0	31.0	2.0	3.18
1	9	2021	27.0	32.0	9.0	3.6
2	9	2021	28.0	33.0	0.0	3.67
3	9	2021	28.6	32.0	0.0	3.03
4	9	2021	27.0	32.3	0.1	3.75
5	9	2021	27.0	31.2	13.0	3.31
6	9	2021	28.0	32.5	0.0	3.47
7	9	2021	28.0	34.0	0.0	4.03
8	9	2021	28.0	32.4	0.0	3.41
9	9	2021	29.0	33.0	0.0	3.29
10	9	2021	29.0	34.0	0.0	3.71
11	9	2021	29.6	35.0	0.0	3.84
12	9	2021	29.8	36.0	0.0	4.16
13	9	2021	29.0	34.0	0.0	3.64
14	9	2021	28.0	31.4	21.0	2.87
15	9	2021	29.0	34.0	0.0	3.62
16	9	2021	26.0	32.1	0.6	3.81
17	9	2021	29.0	33.0	0.0	3.16
18	9	2021	28.0	34.0	0.2	3.88
19	9	2021	28.0	33.1	0.0	3.56
20	9	2021	28.0	31.3	5.0	2.81
21	9	2021	27.0	33.0	0.3	3.74
22	9	2021	29.0	33.1	0.0	3.17
23	9	2021	26.0	31.2	11.0	3.43
24	9	2021	28.0	33.0	0.0	3.45
25	9	2021	28.0	33.0	0.0	3.42
26	9	2021	27.0	30.4	0.0	2.73
27	9	2021	28.0	32.0	0.0	2.99
28	9	2021	28.0	33.0	0.0	3.35
29	9	2021	29.0	33.3	0.0	3.14
30	9	2021	28.8	34.0	0.0	3.45
1	10	2021	28.0	33.0	0.0	3.33
2	10	2021	28.0	33.0	0.0	3.31
3	10	2021	27.7	31.0	0.0	2.62
4	10	2021	29.0	34.0	0.0	3.32
5	10	2021	28.0	34.0	0.0	3.6
6	10	2021	29.0	34.0	0.0	3.29
7	10	2021	25.0	32.0	37.0	3.66
8	10	2021	25.0	27.0	141.0	1.86
9	10	2021	25.0	29.0	99.0	2.65
10	10	2021	25.0	28.0	5.0	2.29
11	10	2021	23.9	32.0	0.0	3.85
12	10	2021	22.0	26.0	0.0	2.49
13	10	2021	23.0	28.0	28.0	2.9
14	10	2021	26.0	32.0	0.1	3.29
15	10	2021	25.4	27.0	0.8	1.61
16	10	2021	22.0	30.0	0.0	3.55
17	10	2021	20.0	26.0	0.0	2.86
18	10	2021	22.0	26.1	0.0	2.42
19	10	2021	25.0	29.0	0.0	2.51
20	10	2021	25.9	30.0	0.0	2.59
21	10	2021	17.0	29.0	0.3	3.79
22	10	2021	18.0	20.0	0.0	1.44
23	10	2021	18.0	20.0	0.0	1.46
24	10	2021	19.5	25.0	0.0	2.55
25	10	2021	22.0	26.0	0.0	2.28
26	10	2021	24.0	27.4	0.0	2.19
27	10	2021	24.0	29.0	0.0	2.68
28	10	2021	24.8	27.6	0.0	1.98
29	10	2021	24.0	28.6	0.0	2.53
30	10	2021	22.8	25.0	0.0	1.66
31	10	2021	24.0	27.0	0.0	1.97
1	11	2021	24.8	28.0	0.0	2.07
2	11	2021	24.0	28.8	0.0	2.52
3	11	2021	24.0	28.5	0.0	2.42
4	11	2021	25.0	29.0	0.0	2.31
5	11	2021	24.0	29.0	0.0	2.55
6	11	2021	24.6	30.0	0.0	2.69
7	11	2021	17.0	30.1	0.0	3.99
8	11	2021	16.0	21.0	0.0	2.07
9	11	2021	18.0	23.0	0.0	2.13
10	11	2021	19.0	24.0	0.0	2.2
11	11	2021	20.0	25.0	0.0	2.25
12	11	2021	20.0	25.3	0.0	2.35
13	11	2021	19.0	25.0	0.0	2.44
14	11	2021	20.0	25.0	0.0	2.22
15	11	2021	20.5	25.0	0.0	2.11
16	11	2021	22.0	26.0	0.0	2.04
17	11	2021	20.0	27.0	0.0	2.65
18	11	2021	21.0	24.1	0.0	1.73
19	11	2021	22.2	25.0	0.0	1.69
20	11	2021	23.0	27.0	0.0	2.05
21	11	2021	19.0	27.0	0.0	2.85
22	11	2021	15.0	18.6	0.1	1.58
23	11	2021	15.0	17.3	0.0	1.24
24	11	2021	18.0	21.3	0.0	1.61
25	11	2021	18.0	23.3	0.0	2.11
26	11	2021	19.0	25.0	0.0	2.31
27	11	2021	19.0	24.0	0.0	2.07
28	11	2021	18.7	25.0	0.0	2.34
29	11	2021	20.0	25.7	0.0	2.27
30	11	2021	15.0	24.3	0.0	2.7
1	12	2021	13.7	20.0	0.0	2.05
2	12	2021	15.0	20.2	0.0	1.89
3	12	2021	15.0	22.0	0.0	2.22
4	12	2021	17.0	21.0	0.0	1.69
5	12	2021	15.0	22.0	0.0	2.23
6	12	2021	16.0	23.0	0.0	2.25
7	12	2021	18.0	23.2	0.0	2.01
8	12	2021	18.8	24.0	0.0	2.03
9	12	2021	18.7	23.0	0.0	1.83
10	12	2021	20.0	25.0	0.0	2.04
11	12	2021	19.0	25.0	0.0	2.21
12	12	2021	17.0	24.4	0.0	2.45
13	12	2021	18.0	21.0	0.0	1.46
14	12	2021	19.0	23.0	0.0	1.77
15	12	2021	20.0	23.0	2.0	1.58
16	12	2021	22.0	26.0	0.0	1.89
17	12	2021	16.0	24.0	0.0	2.44
18	12	2021	15.0	20.0	0.0	1.8
19	12	2021	16.0	20.0	0.0	1.66
20	12	2021	14.0	17.8	5.0	1.46
21	12	2021	15.0	18.0	4.0	1.36
22	12	2021	17.0	21.0	0.0	1.71
23	12	2021	18.5	23.0	0.5	1.81
24	12	2021	17.0	21.7	0.0	1.86
25	12	2021	15.0	21.3	0.0	2.1
26	12	2021	9.0	15.3	4.0	1.74
27	12	2021	10.0	12.0	0.5	0.94
28	12	2021	12.0	16.0	0.0	1.5
29	12	2021	15.0	19.0	0.0	1.59
30	12	2021	17.0	19.5	0.0	1.3
31	12	2021	17.0	20.0	0.0	1.43
1	1	2022	15.0	19.0	0.0	1.61
2	1	2022	16.9	21.5	0.0	1.81
3	1	2022	17.0	22.0	0.0	1.91
4	1	2022	18.0	24.0	0.0	2.19
5	1	2022	18.4	23.4	0.0	2.01
6	1	2022	17.0	25.0	0.0	2.51
7	1	2022	15.8	21.0	0.0	1.93
8	1	2022	16.0	19.1	0.0	1.46
9	1	2022	16.7	20.1	0.0	1.58
10	1	2022	14.0	20.0	0.2	2.05
11	1	2022	13.0	17.0	0.0	1.55
12	1	2022	15.0	17.0	0.0	1.14
13	1	2022	15.0	18.5	0.0	1.54
14	1	2022	17.0	18.0	0.0	0.84
15	1	2022	18.0	22.1	0.0	1.8
16	1	2022	17.9	23.0	0.0	2.05
17	1	2022	15.5	20.0	0.0	1.83
18	1	2022	15.0	18.0	0.0	1.45
19	1	2022	14.9	19.0	0.0	1.71
20	1	2022	16.0	20.2	0.0	1.79
21	1	2022	17.5	21.0	5.0	1.69
22	1	2022	18.0	19.0	0.1	0.89
23	1	2022	19.0	22.0	0.0	1.62
24	1	2022	17.7	22.0	0.0	1.95
25	1	2022	18.0	20.0	0.0	1.29
26	1	2022	18.9	22.2	0.0	1.72
27	1	2022	19.0	22.0	0.0	1.67
28	1	2022	18.0	21.0	0.0	1.63
29	1	2022	13.0	21.0	0.0	2.46
30	1	2022	12.3	17.5	0.0	1.9
31	1	2022	11.0	14.0	0.0	1.36
1	2	2022	11.0	15.0	2.0	1.58
2	2	2022	11.0	15.0	0.7	1.6
3	2	2022	10.9	13.0	0.4	1.12
4	2	2022	12.0	17.0	0.0	1.84
5	2	2022	14.0	16.4	0.0	1.34
6	2	2022	16.0	19.0	0.0	1.59
7	2	2022	16.0	18.0	0.1	1.31
8	2	2022	14.0	17.0	0.0	1.56
9	2	2022	13.0	16.0	0.0	1.51
10	2	2022	15.8	18.1	0.0	1.42
11	2	2022	17.6	22.0	0.0	2.11
12	2	2022	16.0	23.1	0.0	2.69
13	2	2022	13.0	17.0	3.2	1.81
14	2	2022	16.0	19.0	0.0	1.67
15	2	2022	16.0	20.0	0.0	1.97
16	2	2022	16.0	21.0	0.0	2.24
17	2	2022	15.9	16.2	1.0	0.52
18	2	2022	14.0	19.7	0.2	2.33
19	2	2022	8.0	12.6	20.0	1.68
20	2	2022	7.0	8.3	26.0	0.83
21	2	2022	8.0	9.2	19.0	0.83
22	2	2022	9.0	11.0	28.0	1.12
23	2	2022	9.0	14.2	0.0	1.95
24	2	2022	10.0	14.0	0.0	1.77
25	2	2022	12.8	18.0	0.0	2.19
26	2	2022	15.0	20.5	0.0	2.42
27	2	2022	17.0	23.1	0.0	2.68
28	2	2022	18.9	24.0	0.0	2.58
1	3	2022	19.0	26.0	0.0	3.15
2	3	2022	18.0	25.3	0.0	3.15
3	3	2022	18.0	23.7	0.0	2.74
4	3	2022	17.0	25.0	0.0	3.32
5	3	2022	19.0	25.1	0.0	2.94
6	3	2022	17.1	23.0	0.0	2.81
7	3	2022	15.0	23.0	0.0	3.23
8	3	2022	15.0	21.0	0.0	2.69
9	3	2022	19.0	23.0	0.0	2.37
10	3	2022	19.0	25.2	0.0	3.1
11	3	2022	20.0	25.8	0.0	3.02
12	3	2022	21.0	27.0	0.0	3.2
13	3	2022	21.7	28.0	0.0	3.34
14	3	2022	21.0	28.2	0.0	3.58
15	3	2022	21.9	27.0	0.0	2.99
16	3	2022	22.9	26.0	0.0	2.33
17	3	2022	21.9	28.0	0.0	3.38
18	3	2022	23.0	28.1	0.0	3.14
19	3	2022	22.0	28.6	0.0	3.54
20	3	2022	21.0	23.0	6.0	1.82
21	3	2022	22.8	27.3	0.0	2.94
22	3	2022	18.0	29.0	0.1	4.65
23	3	2022	15.6	17.1	43.0	1.37
24	3	2022	18.4	23.0	0.1	2.63
25	3	2022	25.0	28.0	1.0	2.55
26	3	2022	22.0	30.4	0.0	4.27
27	3	2022	16.0	24.0	0.0	3.64
28	3	2022	17.0	18.0	1.0	1.19
29	3	2022	20.0	21.1	0.0	1.36
30	3	2022	23.0	27.0	0.0	2.86
31	3	2022	20.0	30.0	0.0	4.6
1	4	2022	15.0	22.4	0.2	3.36
2	4	2022	14.0	16.0	1.1	1.59
3	4	2022	17.0	23.1	0.0	3.15
4	4	2022	18.0	24.0	0.0	3.25
5	4	2022	19.0	25.3	0.0	3.46
6	4	2022	21.0	26.2	0.0	3.25
7	4	2022	22.0	26.5	0.0	3.07
8	4	2022	21.0	28.0	0.0	3.83
9	4	2022	20.7	27.0	0.0	3.63
10	4	2022	23.0	28.0	0.0	3.34
11	4	2022	23.0	29.0	0.0	3.75
12	4	2022	24.7	30.0	0.0	3.58
13	4	2022	22.0	28.2	0.0	3.8
14	4	2022	24.0	29.0	0.0	3.46
15	4	2022	22.0	28.0	0.0	3.67
16	4	2022	20.0	25.0	0.0	3.2
17	4	2022	21.0	25.0	0.0	2.85
18	4	2022	18.9	23.0	0.0	2.78
19	4	2022	17.9	20.1	1.0	1.97
20	4	2022	20.0	24.0	0.0	2.87
21	4	2022	23.8	28.0	0.0	3.16
22	4	2022	24.7	28.0	0.0	2.87
23	4	2022	25.0	30.0	0.0	3.64
24	4	2022	27.0	30.2	0.0	2.95
25	4	2022	27.0	30.0	0.0	2.89
26	4	2022	27.0	30.0	0.0	2.88
27	4	2022	27.7	32.0	0.0	3.53
28	4	2022	26.0	31.8	0.0	4.07
29	4	2022	26.0	32.0	0.0	4.16
30	4	2022	22.0	28.0	0.0	3.9
1	5	2022	17.0	21.1	36.0	2.66
2	5	2022	17.0	21.0	0.0	2.73
3	5	2022	22.0	26.0	0.0	3.03
4	5	2022	23.7	28.0	0.0	3.28
5	5	2022	23.4	29.0	0.0	3.8
6	5	2022	24.5	29.0	0.0	3.45
7	5	2022	24.0	28.0	0.1	3.2
8	5	2022	24.6	28.0	0.0	2.98
9	5	2022	25.0	29.0	0.0	3.26
10	5	2022	25.3	28.8	0.6	3.08
11	5	2022	25.0	27.3	39.0	2.46
12	5	2022	24.5	27.0	69.0	2.56
13	5	2022	24.0	28.0	32.4	3.22
14	5	2022	23.0	26.0	0.3	2.73
15	5	2022	19.7	26.1	6.0	3.79
16	5	2022	19.0	21.0	3.0	2.0
17	5	2022	22.0	26.0	0.0	3.07
18	5	2022	24.0	29.0	0.0	3.65
19	5	2022	25.0	29.0	0.0	3.3
20	5	2022	24.7	30.6	0.0	4.08
21	5	2022	25.0	30.6	0.0	3.99
22	5	2022	24.0	29.0	0.0	3.65
23	5	2022	24.0	26.4	0.2	2.49
24	5	2022	25.0	28.0	0.0	2.84
25	5	2022	26.0	29.0	0.3	2.87
26	5	2022	27.0	30.0	0.0	2.98
27	5	2022	25.0	29.0	30.1	3.4
28	5	2022	28.0	31.0	0.0	3.06
29	5	2022	28.0	31.0	0.9	3.06
30	5	2022	28.0	32.0	0.0	3.53
31	5	2022	27.2	31.0	5.0	3.39
1	6	2022	28.0	31.0	0.6	3.05
2	6	2022	28.0	31.0	3.0	3.06
3	6	2022	29.0	31.1	0.2	2.59
4	6	2022	29.0	33.0	0.0	3.6
5	6	2022	28.8	32.0	0.0	3.2
6	6	2022	25.0	31.7	20.0	4.51
7	6	2022	25.6	31.0	0.3	3.97
8	6	2022	24.4	28.0	34.6	3.14
9	6	2022	25.9	29.0	16.3	3.01
10	6	2022	27.0	29.0	0.0	2.4
11	6	2022	26.0	30.0	2.0	3.41
12	6	2022	28.0	31.0	0.0	3.06
13	6	2022	28.7	32.0	0.0	3.24
14	6	2022	25.0	30.0	2.0	3.76
15	6	2022	24.0	32.0	10.0	4.81
16	6	2022	28.4	31.0	0.0	2.85
17	6	2022	28.9	31.1	0.0	2.64
18	6	2022	29.0	31.0	3.0	2.51
19	6	2022	29.0	31.0	0.3	2.52
20	6	2022	29.0	31.0	0.0	2.53
21	6	2022	28.7	31.0	0.2	2.71
22	6	2022	28.6	33.0	0.0	3.78
23	6	2022	27.9	33.2	0.0	4.14
24	6	2022	28.0	34.0	0.0	4.42
25	6	2022	27.7	33.2	0.0	4.22
26	6	2022	28.7	33.9	0.0	4.12
27	6	2022	28.9	34.0	0.0	4.09
28	6	2022	28.0	35.0	0.0	4.85
29	6	2022	26.0	33.0	0.0	4.75
30	6	2022	26.0	30.4	23.9	3.58
1	7	2022	26.0	32.0	8.0	4.23
2	7	2022	25.9	29.1	49.0	3.06
3	7	2022	28.8	31.0	0.0	2.63
4	7	2022	28.9	30.1	0.0	1.93
5	7	2022	28.0	30.3	0.0	2.66
6	7	2022	28.0	31.2	0.9	3.15
7	7	2022	27.8	31.1	0.4	3.19
8	7	2022	28.7	34.0	0.0	4.17
9	7	2022	29.0	33.0	0.0	3.61
10	7	2022	28.8	34.0	0.0	4.15
11	7	2022	28.0	33.0	0.0	4.06
12	7	2022	28.6	33.0	0.0	3.79
13	7	2022	29.0	34.0	0.0	4.07
14	7	2022	29.0	34.0	0.0	4.04
15	7	2022	30.0	34.5	0.0	3.88
16	7	2022	30.0	34.2	0.0	3.74
17	7	2022	30.0	35.0	0.0	4.1
18	7	2022	30.0	34.0	0.0	3.66
19	7	2022	29.7	33.0	0.0	3.3
20	7	2022	29.0	34.0	0.0	4.08
21	7	2022	28.2	35.0	0.0	4.76
22	7	2022	29.0	36.0	0.0	4.9
23	7	2022	30.0	36.0	0.0	4.55
24	7	2022	30.0	37.0	0.0	4.96
25	7	2022	30.0	36.6	0.0	4.79
26	7	2022	29.0	35.0	0.0	4.47
27	7	2022	29.0	34.5	0.0	4.25
28	7	2022	30.0	36.0	0.0	4.51
29	7	2022	30.7	36.0	0.0	4.27
30	7	2022	25.7	33.0	0.0	4.72
31	7	2022	29.0	34.2	0.0	4.14
1	8	2022	29.9	35.0	0.0	4.12
2	8	2022	28.0	35.0	0.0	4.77
3	8	2022	27.8	31.0	0.0	3.06
4	8	2022	25.0	28.5	59.0	3.06
5	8	2022	26.0	28.7	7.0	2.68
6	8	2022	27.0	31.4	15.0	3.55
7	8	2022	28.0	34.0	0.1	4.33
8	8	2022	26.0	31.0	12.0	3.76
9	8	2022	26.0	28.2	56.0	2.41
10	8	2022	26.0	29.0	5.0	2.87
11	8	2022	25.0	29.0	36.0	3.24
12	8	2022	24.9	27.2	48.0	2.42
13	8	2022	27.0	31.0	0.0	3.38
14	8	2022	28.0	32.1	0.0	3.49
15	8	2022	28.7	33.7	0.0	3.89
16	8	2022	28.0	33.2	2.0	3.93
17	8	2022	26.0	31.5	0.1	3.9
